sale_id,house_id,owner_id,sale_date,sale_price,payment_method,loan_amount,down_payment,interest_rate,loan_term_years,agent_id,registration_fee,tax_amount,discount_amount,sale_status
239,H08134,O01160,2025-01-04,21518832,Cash,10405973,11112859,11.52,20,A122,215188,1075942,362896,Cancelled
240,H08698,O01031,2021-03-05,8269529,Home Loan,6414696,1854833,8.49,10,A002,82695,413476,384213,Completed
241,H01632,O00600,2024-02-09,9209208,Cash,3163764,6045444,10.18,15,A106,92092,460460,35086,Cancelled
242,H01743,O00427,2024-12-14,7969173,Cash,3644049,4325124,9.57,20,A163,79692,398459,292008,Completed
243,H09943,O01269,2025-06-23,9979724,Bank Transfer,3944563,6035161,10.11,30,A104,99797,498986,228479,Cancelled
244,H05342,O01634,2024-08-27,33407054,Mortgage,18655635,14751419,7.59,10,A112,334071,1670353,363089,Cancelled
245,H00876,O00637,2021-11-19,36297883,Cash,13824049,22473834,11.49,30,A100,362979,1814894,202925,Pending
246,H03098,O00961,2024-03-12,46425985,UPI,22288752,24137233,11.35,20,A007,464260,2321299,369993,Cancelled
247,H02617,O00351,2023-04-25,44156130,UPI,16654645,27501485,8.38,20,A123,441561,2207806,161595,Pending
248,H07945,O01203,2020-03-10,25727573,Cash,15771427,9956146,11.58,10,A119,257276,1286379,204910,Pending
249,H09417,O01167,2023-08-03,30487281,Cash,18636830,11850451,11.74,10,A157,304873,1524364,331661,Completed
250,H08019,O01387,2020-01-27,17434853,UPI,7494193,9940660,7.91,20,A024,174349,871743,234784,Cancelled
251,H01617,O00700,2021-06-29,6799823,Home Loan,2879583,3920240,7.53,10,A188,67998,339991,216644,Pending
252,H00629,O00903,2023-10-16,25728256,Bank Transfer,16316333,9411923,8.86,20,A111,257283,1286413,78930,Completed
253,H08115,O00511,2024-10-05,33279413,UPI,21576805,11702608,11.93,25,A123,332794,1663971,321647,Completed
254,H06832,O01290,2021-12-13,47186048,Mortgage,22495725,24690323,10.95,15,A145,471860,2359302,300351,Completed
255,H07616,O01976,2022-10-30,37334154,Home Loan,17781717,19552437,6.89,30,A080,373342,1866708,319909,Completed
256,H03861,O01546,2025-05-30,45455070,Home Loan,35509161,9945909,8.32,25,A047,454551,2272754,451945,Cancelled
257,H06672,O01919,2024-12-09,40195946,UPI,12486643,27709303,9.68,25,A179,401959,2009797,65181,Cancelled
258,H08445,O01959,2025-02-11,10153492,Home Loan,6406224,3747268,10.19,10,A196,101535,507675,233576,Pending
259,H07819,O01607,2023-09-13,30105326,UPI,18515367,11589959,9.92,30,A124,301053,1505266,72122,Completed
260,H07143,O01023,2021-12-30,48921359,Cash,15416666,33504693,9.74,20,A029,489214,2446068,151205,Pending
261,H02597,O01106,2021-06-11,10622045,UPI,8002003,2620042,9.44,20,A112,106220,531102,96223,Pending
262,H06628,O01856,2025-03-08,25271298,UPI,8122241,17149057,10.82,25,A114,252713,1263565,211020,Pending
263,H08008,O01418,2025-08-29,45839518,Bank Transfer,34215463,11624055,11.67,10,A134,458395,2291976,345456,Completed
264,H09171,O00352,2025-02-08,44255864,Bank Transfer,27009143,17246721,10.32,30,A191,442559,2212793,461911,Pending
265,H08970,O01700,2023-11-18,38520215,Cash,29894985,8625230,8.33,15,A135,385202,1926011,28268,Pending
266,H02734,O01066,2025-01-10,49167217,Bank Transfer,18230768,30936449,10.59,25,A142,491672,2458361,100013,Completed
267,H09123,O01800,2020-06-08,28414442,Home Loan,10219276,18195166,8.74,25,A034,284144,1420722,196599,Completed
268,H02773,O01299,2025-02-28,9653182,Cash,3813438,5839744,8.68,30,A160,96532,482659,175363,Cancelled
269,H07314,O01569,2024-03-12,12520831,Home Loan,4798287,7722544,11.13,25,A157,125208,626042,39223,Cancelled
270,H07163,O00807,2021-12-28,40410504,UPI,16294048,24116456,10.92,30,A134,404105,2020525,175564,Completed
271,H00482,O01306,2023-08-13,43579679,Cash,16291926,27287753,6.73,20,A062,435797,2178984,22936,Cancelled
272,H06526,O00505,2021-01-16,32185848,Mortgage,19734045,12451803,9.66,25,A027,321858,1609292,148734,Completed
273,H08847,O00074,2023-08-07,46089406,Bank Transfer,29193895,16895511,7.68,15,A149,460894,2304470,359015,Pending
274,H04965,O01784,2020-11-29,20114495,Mortgage,7719490,12395005,11.49,30,A091,201145,1005725,413902,Cancelled
275,H08742,O01566,2020-10-17,4597357,Home Loan,2706616,1890741,7,25,A059,45974,229868,271379,Pending
276,H03456,O00428,2021-11-20,18291034,Bank Transfer,14277893,4013141,8.28,15,A128,182910,914552,26069,Cancelled
277,H02649,O00732,2020-10-20,42930861,Bank Transfer,28648502,14282359,7.9,30,A026,429309,2146543,142322,Completed
278,H05414,O00673,2020-04-23,13107165,UPI,9244340,3862825,10.18,20,A179,131072,655358,402693,Completed
279,H02183,O00561,2022-02-13,31952399,UPI,10526689,21425710,9.21,30,A169,319524,1597620,338117,Cancelled
280,H01754,O01375,2022-10-16,12873381,Mortgage,8726374,4147007,6.63,30,A057,128734,643669,31636,Pending
281,H06467,O00205,2021-11-10,3379400,Cash,2111240,1268160,7.84,15,A118,33794,168970,149537,Completed
282,H05090,O00121,2025-06-07,10610809,Home Loan,7475472,3135337,8.44,15,A020,106108,530540,155361,Completed
283,H05871,O00884,2025-03-16,4249445,Cash,3096972,1152473,9.86,25,A050,42494,212472,353802,Pending
284,H08455,O01019,2024-10-28,38300614,Home Loan,15692398,22608216,10.28,10,A010,383006,1915031,338320,Completed
285,H07454,O01320,2022-09-28,15903692,Bank Transfer,4959756,10943936,11.94,25,A056,159037,795185,141600,Cancelled
286,H07494,O00108,2021-12-30,38085492,Mortgage,14089982,23995510,9.93,30,A187,380855,1904275,14823,Pending
287,H08032,O00233,2021-09-03,49047343,UPI,25860307,23187036,10.06,10,A081,490473,2452367,486265,Cancelled
288,H07608,O01212,2025-03-01,46144717,Cash,20885723,25258994,9.17,30,A200,461447,2307236,454266,Cancelled
289,H04181,O01593,2023-04-28,38926046,Home Loan,19582582,19343464,8.55,25,A124,389260,1946302,411651,Pending
290,H00239,O00738,2020-08-28,47775348,Bank Transfer,26168842,21606506,9.87,30,A185,477753,2388767,451012,Completed
291,H05196,O00431,2021-05-14,34573843,Home Loan,22710970,11862873,10.4,30,A074,345738,1728692,413877,Cancelled
292,H04835,O00916,2021-07-06,36404128,UPI,22479005,13925123,9.79,20,A158,364041,1820206,499088,Cancelled
293,H04689,O00489,2023-03-22,38999186,Bank Transfer,26648945,12350241,10.06,10,A177,389992,1949959,63144,Completed
294,H07534,O01776,2023-01-30,45178126,Bank Transfer,14498574,30679552,9.64,10,A076,451781,2258906,82133,Cancelled
295,H08674,O00164,2022-07-14,5527503,UPI,2418427,3109076,7.84,15,A090,55275,276375,440446,Completed
296,H08936,O00800,2022-11-10,33750596,Home Loan,14666310,19084286,11.12,15,A090,337506,1687530,412877,Pending
297,H08118,O00395,2025-05-14,21463185,Home Loan,8855323,12607862,11.32,25,A183,214632,1073159,262327,Cancelled
298,H09237,O00292,2023-03-09,40458766,Bank Transfer,19636591,20822175,11.54,10,A080,404588,2022938,119331,Cancelled
299,H05400,O01866,2023-05-02,47839436,UPI,33834231,14005205,8.09,30,A122,478394,2391972,286702,Completed
300,H05292,O01232,2022-09-15,7878937,Home Loan,2582764,5296173,7.51,10,A061,78789,393947,102595,Completed
301,H05196,O01929,2020-12-05,29119612,Home Loan,15579769,13539843,10.05,20,A088,291196,1455981,296902,Pending
302,H00705,O00364,2020-08-04,4506666,UPI,1502588,3004078,9.18,20,A080,45067,225333,234051,Completed
303,H07026,O00666,2020-02-18,45668613,Home Loan,27553756,18114857,11.57,25,A200,456686,2283431,457096,Pending
304,H00280,O01117,2020-07-21,14349068,UPI,4493794,9855274,9.5,15,A123,143491,717453,242189,Completed
305,H06498,O01539,2024-07-16,46107603,Mortgage,26685188,19422415,6.82,15,A132,461076,2305380,46561,Completed
306,H04098,O00005,2022-10-18,5095380,Home Loan,1795224,3300156,8.49,25,A199,50954,254769,491445,Cancelled
307,H01216,O01950,2020-03-04,28281349,Home Loan,10236870,18044479,10.65,10,A016,282813,1414067,286839,Cancelled
308,H02929,O00936,2024-11-16,30786880,Cash,20658561,10128319,10.15,30,A174,307869,1539344,170624,Cancelled
309,H04577,O00237,2022-02-18,43858951,Home Loan,13560644,30298307,8.61,30,A048,438590,2192948,57759,Cancelled
310,H01916,O01419,2024-10-04,6381809,Cash,3755289,2626520,10.25,25,A179,63818,319090,147757,Pending
311,H09980,O00276,2020-05-25,34672656,Bank Transfer,21788530,12884126,7.2,15,A159,346727,1733633,60133,Cancelled
312,H03197,O01268,2020-07-10,25864924,Bank Transfer,15010255,10854669,8.34,20,A072,258649,1293246,115589,Cancelled
313,H08839,O01005,2024-09-09,3706507,Bank Transfer,2426013,1280494,10.38,10,A074,37065,185325,494968,Pending
314,H03925,O01140,2021-09-15,10476584,Cash,7894850,2581734,9.53,10,A045,104766,523829,411756,Pending
315,H02632,O00820,2022-02-07,33428629,Bank Transfer,21217214,12211415,6.81,30,A060,334286,1671431,410346,Pending
316,H04144,O01732,2025-02-18,9673186,UPI,3299134,6374052,8.6,15,A046,96732,483659,422583,Completed
317,H07404,O00502,2024-08-22,34200737,UPI,14421756,19778981,9.29,30,A157,342007,1710037,215406,Completed
318,H02588,O00583,2025-07-06,3688776,Cash,1308640,2380136,11.92,25,A097,36888,184439,441,Cancelled
319,H08486,O01313,2023-08-25,15943990,Mortgage,5322957,10621033,9.88,20,A103,159440,797200,54052,Pending
320,H04169,O00884,2023-04-23,11363423,Home Loan,7211355,4152068,7.07,20,A051,113634,568171,423997,Pending
321,H02864,O00526,2022-04-07,27948869,UPI,13752947,14195922,11.58,30,A020,279489,1397443,311836,Pending
322,H09054,O00350,2021-06-24,46630985,Home Loan,18676978,27954007,10.13,10,A160,466310,2331549,140427,Cancelled
323,H09447,O00906,2023-10-12,11321405,UPI,7851224,3470181,11.54,25,A025,113214,566070,461070,Cancelled
324,H07506,O01495,2025-11-14,28585868,Mortgage,10157164,18428704,10.62,25,A133,285859,1429293,248927,Pending
325,H08882,O01451,2026-01-03,46179900,Home Loan,33817304,12362596,9.71,25,A189,461799,2308995,342030,Completed
326,H06036,O00227,2021-07-30,47649288,Bank Transfer,36284673,11364615,6.62,10,A023,476493,2382464,33019,Cancelled
327,H09807,O01534,2025-02-02,19775977,UPI,9707498,10068479,8.15,30,A062,197760,988799,283774,Completed
328,H03571,O00813,2021-06-19,11215108,Home Loan,5898861,5316247,8.57,15,A053,112151,560755,135634,Cancelled
329,H09976,O00095,2020-12-18,11505037,Cash,4761639,6743398,7.09,10,A076,115050,575252,250714,Pending
330,H00929,O00096,2022-10-15,29828822,Cash,11093776,18735046,7.33,30,A139,298288,1491441,359903,Cancelled
331,H07885,O00326,2021-01-19,34986284,Bank Transfer,19709896,15276388,11.72,25,A194,349863,1749314,476749,Cancelled
332,H06267,O01997,2025-01-30,7331016,Home Loan,4197221,3133795,8.32,15,A050,73310,366551,373076,Cancelled
333,H07880,O01723,2025-01-07,2849635,Home Loan,1579464,1270171,10.67,30,A147,28496,142482,85149,Completed
334,H00666,O00262,2022-11-18,31808343,UPI,16023647,15784696,7.42,15,A134,318083,1590417,154809,Cancelled
335,H05723,O01547,2022-01-06,41846305,Home Loan,23674036,18172269,8.11,15,A151,418463,2092315,292387,Cancelled
336,H00215,O00462,2025-05-01,40893789,UPI,32687489,8206300,8.45,15,A168,408938,2044689,397398,Cancelled
337,H09958,O00548,2020-10-31,22198776,Mortgage,9315251,12883525,7.17,30,A193,221988,1109939,39552,Pending
338,H04311,O01137,2026-01-02,29203629,UPI,22056640,7146989,6.83,25,A011,292036,1460181,2016,Cancelled
339,H05690,O00462,2020-05-25,40549688,Home Loan,31987217,8562471,11.44,25,A043,405497,2027484,5997,Completed
340,H09886,O01899,2024-12-02,7253844,UPI,3684099,3569745,9.13,30,A013,72538,362692,87764,Cancelled
341,H04200,O01039,2021-05-02,29845226,Home Loan,23644763,6200463,9.75,25,A143,298452,1492261,157133,Pending
342,H08545,O01408,2022-11-21,21052808,UPI,9229842,11822966,9.62,15,A198,210528,1052640,387084,Cancelled
343,H09268,O01656,2023-02-16,20471314,Mortgage,7973693,12497621,7.06,20,A125,204713,1023566,130092,Completed
344,H09988,O00491,2022-12-17,41544934,Bank Transfer,14823766,26721168,8.71,15,A179,415449,2077247,178820,Pending
345,H06390,O01596,2021-06-05,24337667,Home Loan,11734372,12603295,9.4,25,A144,243377,1216883,43170,Pending
346,H04585,O01686,2025-05-26,41515042,UPI,27822316,13692726,11.83,25,A102,415150,2075752,318849,Cancelled
347,H00516,O00753,2021-01-04,31633415,Mortgage,11611935,20021480,6.56,30,A190,316334,1581671,496843,Completed
348,H06786,O01110,2022-06-12,39119294,Mortgage,29592709,9526585,7.51,30,A048,391193,1955965,409373,Cancelled
349,H03229,O00814,2023-12-08,21265618,Cash,9264182,12001436,11.09,25,A171,212656,1063281,392513,Cancelled
350,H04043,O01171,2023-08-09,30203753,UPI,15869487,14334266,10.79,30,A116,302038,1510188,440020,Completed
351,H09241,O01988,2023-03-24,31770890,Mortgage,14197034,17573856,10.08,20,A164,317709,1588544,38350,Cancelled
352,H07642,O00402,2023-10-01,25908797,UPI,15337921,10570876,7.03,20,A039,259088,1295440,431948,Pending
353,H07462,O00616,2022-07-01,27029124,UPI,8926741,18102383,6.88,15,A178,270291,1351456,21784,Pending
354,H03911,O00737,2025-09-13,49997344,Mortgage,24435005,25562339,9.72,30,A003,499973,2499867,87538,Completed
355,H03965,O01854,2020-07-28,34181447,Cash,14035851,20145596,7.56,15,A074,341814,1709072,1179,Cancelled
356,H02909,O00631,2023-08-29,48178837,Bank Transfer,16742637,31436200,11.62,10,A130,481788,2408942,272993,Completed
357,H08286,O01638,2023-08-27,38938148,Bank Transfer,21961166,16976982,9.49,20,A036,389381,1946907,180640,Cancelled
358,H06980,O00657,2022-11-22,11839525,Home Loan,7268490,4571035,10.65,25,A127,118395,591976,328941,Pending
359,H07517,O01728,2021-06-13,14718652,Mortgage,9895749,4822903,9.58,25,A147,147187,735933,314830,Cancelled
360,H00507,O00955,2023-06-14,6089442,Home Loan,2271094,3818348,8.32,30,A166,60894,304472,405618,Cancelled
361,H04893,O00496,2022-06-24,6914019,Mortgage,3143175,3770844,11.01,15,A067,69140,345701,471257,Pending
362,H08773,O01709,2023-09-23,22146646,Home Loan,7117025,15029621,9.59,10,A076,221466,1107332,115751,Cancelled
363,H08263,O00799,2023-11-05,27683112,Home Loan,13300676,14382436,10.76,15,A103,276831,1384156,75791,Completed
364,H02680,O00151,2022-05-22,40228338,Home Loan,30616407,9611931,9.05,30,A121,402283,2011417,296951,Pending
365,H06475,O00602,2025-11-25,21474933,UPI,15339780,6135153,8.82,15,A048,214749,1073747,144098,Completed
366,H09712,O01401,2022-11-07,26906658,Mortgage,19284767,7621891,9.34,10,A078,269067,1345333,409792,Pending
367,H03168,O01862,2020-01-01,38947544,Mortgage,29339006,9608538,11.63,10,A114,389475,1947377,116335,Pending
368,H07010,O01603,2023-03-13,42747927,Home Loan,24988989,17758938,7.71,10,A100,427479,2137396,489425,Cancelled
369,H01722,O00260,2023-05-24,27040549,Mortgage,9691413,17349136,7.78,15,A097,270405,1352027,346508,Pending
370,H09128,O00806,2022-09-11,15349505,Cash,5116104,10233401,6.53,10,A027,153495,767475,169553,Pending
371,H03673,O01874,2022-09-14,37520144,Home Loan,20102579,17417565,6.92,15,A134,375201,1876007,19127,Pending
372,H06889,O00509,2021-02-18,39386101,Mortgage,29852464,9533637,10.26,30,A160,393861,1969305,364161,Completed
373,H03880,O01623,2020-01-06,11471979,Cash,8971939,2500040,9.67,25,A130,114720,573599,248497,Completed
374,H02234,O01076,2023-06-17,10452408,Mortgage,7704565,2747843,10.71,30,A128,104524,522620,255418,Cancelled
375,H04144,O00476,2022-01-27,21634068,Home Loan,14804415,6829653,11.99,25,A150,216341,1081703,235680,Pending
376,H03020,O01630,2024-07-29,20054554,UPI,12587698,7466856,8,30,A055,200546,1002728,53319,Pending
377,H00401,O00601,2021-06-06,33413579,UPI,20261003,13152576,8.16,30,A199,334136,1670679,491081,Pending
378,H02158,O00627,2025-04-06,5890773,UPI,2524857,3365916,7.26,30,A145,58908,294539,478009,Completed
379,H01552,O00907,2025-02-27,39399305,Cash,16296817,23102488,10.29,15,A155,393993,1969965,153636,Completed
380,H04255,O00243,2024-11-29,23245220,Mortgage,14957583,8287637,8.62,20,A001,232452,1162261,78629,Cancelled
381,H02697,O00180,2021-09-12,13451129,Home Loan,9812962,3638167,10.51,25,A010,134511,672556,426965,Pending
382,H03765,O00470,2022-01-27,40548366,UPI,27092851,13455515,10.85,15,A196,405484,2027418,168370,Completed
383,H04934,O01041,2024-08-03,29590424,Home Loan,9246479,20343945,10.91,10,A102,295904,1479521,41962,Pending
384,H08064,O01697,2020-07-30,30373293,Cash,17612637,12760656,8.18,20,A062,303733,1518665,339223,Pending
385,H01556,O01782,2025-06-07,17160294,Home Loan,8776694,8383600,11.35,30,A124,171603,858015,478572,Cancelled
386,H07539,O00997,2025-08-22,25012360,Bank Transfer,16854441,8157919,8.36,25,A187,250124,1250618,262419,Completed
387,H03709,O00030,2025-12-30,20864087,Bank Transfer,15741342,5122745,7.44,15,A032,208641,1043204,439410,Cancelled
388,H08044,O00609,2024-12-21,37483201,Mortgage,14727187,22756014,11.29,25,A117,374832,1874160,385806,Cancelled
389,H03003,O01819,2020-06-07,7620580,UPI,5887600,1732980,10.25,25,A179,76206,381029,226178,Cancelled
390,H06793,O00611,2025-08-04,42711565,UPI,23206040,19505525,8.16,10,A003,427116,2135578,330071,Cancelled
391,H00605,O00656,2023-05-30,43252171,Home Loan,23267507,19984664,8.88,15,A146,432522,2162609,99608,Cancelled
392,H05911,O01788,2021-07-22,45515053,Cash,27930126,17584927,11.66,10,A039,455151,2275753,388794,Completed
393,H07384,O00430,2023-05-05,16956815,Mortgage,5435884,11520931,7.15,20,A138,169568,847841,194734,Pending
394,H00300,O01706,2021-04-30,26305757,UPI,8861103,17444654,11.56,30,A166,263058,1315288,344447,Completed
395,H08261,O00479,2024-06-15,31972417,UPI,15567860,16404557,6.98,15,A113,319724,1598621,355823,Cancelled
396,H06672,O01046,2024-11-03,16321920,UPI,5820097,10501823,8.58,25,A123,163219,816096,93131,Completed
397,H00698,O01241,2024-03-25,24900898,Home Loan,12881040,12019858,11.7,15,A032,249009,1245045,261747,Cancelled
398,H04044,O01275,2020-07-13,18143166,UPI,13987262,4155904,7.02,10,A151,181432,907158,484612,Completed
399,H05117,O00970,2020-07-31,18830259,Home Loan,14926541,3903718,11.53,25,A079,188303,941513,139486,Cancelled
400,H00372,O01572,2023-12-17,47427250,UPI,31469506,15957744,8.06,15,A053,474272,2371362,338867,Cancelled
401,H04809,O01742,2024-03-15,12603843,Bank Transfer,6765661,5838182,11.23,15,A141,126038,630192,208763,Completed
402,H09091,O01707,2022-01-14,9864273,Bank Transfer,4905909,4958364,11.85,30,A141,98643,493214,410912,Pending
403,H06947,O00957,2021-02-04,31002094,UPI,20297627,10704467,8.88,15,A016,310021,1550105,410108,Completed
404,H01854,O00698,2024-08-19,5919941,UPI,2664488,3255453,11.43,15,A141,59199,295997,409159,Completed
405,H08983,O01828,2025-01-08,17266458,Home Loan,5830939,11435519,9.63,15,A137,172665,863323,321815,Completed
406,H08716,O01865,2021-07-12,28742182,UPI,17719328,11022854,10.44,25,A172,287422,1437109,9953,Pending
407,H03306,O00739,2022-10-13,11122246,Home Loan,8505093,2617153,11.56,25,A008,111222,556112,319001,Pending
408,H05494,O01746,2021-03-27,25991207,Home Loan,10263831,15727376,8.77,15,A027,259912,1299560,368396,Cancelled
409,H05451,O01407,2025-10-27,22764988,Bank Transfer,11460627,11304361,8.94,25,A008,227650,1138249,175736,Completed
410,H06649,O00916,2025-02-20,9238105,Cash,4647579,4590526,10.94,10,A171,92381,461905,473216,Pending
411,H04434,O01462,2022-11-27,20922359,Mortgage,11083751,9838608,7.07,20,A061,209224,1046118,109634,Completed
412,H00776,O01867,2022-07-22,31426953,Bank Transfer,21889041,9537912,11.68,30,A041,314270,1571348,412697,Completed
413,H08992,O00530,2025-04-28,43978107,UPI,24313455,19664652,11.44,25,A137,439781,2198905,252108,Completed
414,H05159,O01237,2021-10-03,29446975,Home Loan,13306992,16139983,6.56,10,A187,294470,1472349,476290,Cancelled
415,H09080,O01333,2021-10-08,11767856,Cash,6344335,5423521,6.88,20,A134,117679,588393,462725,Pending
416,H07044,O01084,2020-11-28,29615246,Cash,16681434,12933812,6.83,15,A108,296152,1480762,290535,Cancelled
417,H00976,O01589,2023-01-02,48995453,Home Loan,18799948,30195505,8.56,10,A179,489955,2449773,33381,Cancelled
418,H00182,O01890,2025-11-01,49126559,Home Loan,26168313,22958246,8.89,15,A114,491266,2456328,309832,Completed
419,H04987,O00308,2021-06-20,26631964,Bank Transfer,21146118,5485846,11.83,30,A165,266320,1331598,346831,Completed
