house_id,location_id,builder_id,property_type_id,listing_date,area_sqft,bedrooms,bathrooms,balcony_count,parking_spaces,floor_number,total_floors,furnishing_status,property_age,facing_direction,price,sale_status
256,L014,B025,PT010,9/13/2025,857,1,1,3,1,22,1,Furnished,16,East,11779382,Reserved
257,L024,B014,PT007,1/9/2024,2833,4,5,2,1,16,13,Unfurnished,1,North-East,31446279,Sold
258,L032,B037,PT007,12/6/2025,1954,3,3,1,3,12,2,Semi-Furnished,16,South,24240725,Sold
259,L059,B029,PT002,12/6/2025,2755,4,3,4,4,5,10,Furnished,0,South-East,42085925,Reserved
260,L035,B030,PT008,3/1/2025,1391,2,3,4,4,16,16,Unfurnished,18,South-East,11466961,Reserved
261,L058,B047,PT008,9/15/2024,637,1,1,1,1,7,18,Semi-Furnished,11,North-East,5655924,Sold
262,L041,B045,PT010,9/30/2024,4119,6,5,4,2,30,5,Furnished,7,South-East,35119175,Sold
263,L077,B011,PT002,7/8/2024,2934,4,5,3,3,13,17,Unfurnished,5,North-East,26030244,Reserved
264,L056,B029,PT007,6/21/2025,3582,5,4,3,0,30,10,Unfurnished,10,South-East,55861453,Sold
265,L050,B029,PT006,1/30/2025,1614,2,1,2,3,16,35,Furnished,8,North,11151689,Sold
266,L040,B021,PT010,4/3/2025,3469,5,4,4,2,26,28,Furnished,14,South,23526708,Reserved
267,L060,B038,PT007,6/23/2025,3549,5,5,2,2,28,36,Furnished,2,East,32428106,Available
268,L036,B034,PT005,9/22/2025,3450,5,4,4,0,12,19,Semi-Furnished,14,North,28851780,Reserved
269,L036,B027,PT005,6/29/2025,3477,5,5,1,0,8,23,Unfurnished,9,North-West,26209963,Reserved
270,L007,B027,PT001,8/21/2024,1428,2,3,2,2,9,26,Furnished,9,North-East,16638680,Reserved
271,L021,B004,PT002,6/19/2025,1756,2,3,4,1,33,28,Semi-Furnished,3,South-West,13444563,Reserved
272,L002,B028,PT010,1/27/2024,689,1,2,4,4,10,15,Unfurnished,5,West,10399182,Available
273,L053,B024,PT005,12/17/2024,2203,3,3,1,0,12,10,Furnished,3,East,20076728,Sold
274,L020,B034,PT009,11/28/2024,3791,6,5,4,1,25,37,Furnished,10,West,22984627,Reserved
275,L018,B006,PT010,1/3/2025,4695,6,5,4,4,20,9,Unfurnished,3,South-East,70243288,Sold
276,L015,B031,PT006,3/13/2025,3418,5,4,4,0,1,37,Unfurnished,2,South-West,29621887,Available
277,L052,B024,PT009,12/11/2024,948,1,2,4,1,22,19,Furnished,17,West,6983838,Reserved
278,L086,B007,PT007,11/21/2025,2029,3,3,3,0,34,17,Semi-Furnished,0,South-West,12268795,Reserved
279,L048,B034,PT006,5/31/2024,1979,3,4,3,2,26,22,Semi-Furnished,19,North-East,22534052,Sold
280,L031,B002,PT004,4/21/2024,1385,2,1,2,4,20,22,Furnished,2,East,14661428,Available
281,L095,B035,PT006,1/26/2025,1828,3,4,3,3,28,15,Furnished,2,South-West,11065976,Reserved
282,L035,B024,PT008,4/12/2024,1412,2,3,3,3,19,19,Semi-Furnished,18,North-East,11362498,Reserved
283,L033,B008,PT005,12/3/2024,2399,3,4,1,1,21,15,Furnished,4,North-East,33324416,Reserved
284,L016,B043,PT006,10/3/2024,1366,2,1,2,2,13,5,Semi-Furnished,11,North-West,21219542,Available
285,L100,B014,PT008,6/2/2025,2810,4,4,3,3,21,4,Semi-Furnished,10,North,24929282,Sold
286,L038,B012,PT009,9/18/2024,4561,6,5,3,0,16,30,Furnished,11,East,68362659,Reserved
287,L007,B022,PT007,3/5/2024,4176,6,5,2,4,9,1,Furnished,3,North-West,51421287,Reserved
288,L056,B004,PT006,10/12/2024,1380,2,1,2,0,3,30,Furnished,20,South-East,19047066,Available
289,L088,B027,PT002,9/17/2025,3903,6,5,4,3,14,11,Furnished,8,North,35235912,Available
290,L008,B020,PT010,5/7/2024,2534,4,4,4,3,2,15,Furnished,7,North-West,27890734,Sold
291,L083,B035,PT002,11/20/2025,3447,5,5,3,0,15,13,Semi-Furnished,7,North,50320321,Reserved
292,L032,B020,PT007,11/6/2024,2375,3,3,1,3,3,33,Semi-Furnished,6,West,22840240,Reserved
293,L093,B024,PT008,11/4/2024,4068,6,5,4,3,8,29,Unfurnished,4,North-West,39364717,Available
294,L017,B045,PT004,4/18/2024,3090,5,5,3,3,19,25,Unfurnished,0,North,22928978,Sold
295,L017,B027,PT001,2/25/2024,1451,2,2,2,2,0,5,Semi-Furnished,8,South-East,22663205,Sold
296,L095,B027,PT002,4/4/2025,4582,6,5,3,2,15,9,Semi-Furnished,2,South-East,55467565,Reserved
297,L030,B003,PT002,2/14/2024,1282,2,1,1,4,12,38,Semi-Furnished,1,North,18189938,Available
298,L039,B020,PT009,8/30/2025,3583,5,5,4,0,10,11,Unfurnished,2,South,33819888,Sold
299,L076,B012,PT001,12/19/2025,4654,6,5,1,3,31,3,Furnished,16,North,57433977,Available
300,L052,B028,PT009,9/28/2024,1002,1,2,3,3,15,33,Furnished,6,West,6377539,Sold
301,L022,B046,PT008,6/4/2024,962,1,1,4,1,11,37,Furnished,13,North-East,11106109,Available
302,L064,B026,PT009,5/10/2025,4764,6,5,3,4,22,21,Unfurnished,20,North-West,37188338,Available
303,L015,B010,PT002,6/10/2024,2390,3,3,1,0,11,16,Unfurnished,19,West,30379106,Available
304,L021,B043,PT008,10/30/2025,3317,5,4,3,3,14,19,Unfurnished,20,West,36970758,Reserved
305,L043,B022,PT006,6/14/2024,2060,3,2,3,2,28,25,Unfurnished,3,East,30008360,Sold
306,L082,B014,PT010,3/15/2024,1064,1,2,2,2,25,4,Unfurnished,12,East,11483974,Sold
307,L060,B040,PT005,3/23/2024,4452,6,5,2,0,1,39,Furnished,10,South-East,63461555,Reserved
308,L077,B020,PT008,1/5/2024,4445,6,5,4,1,7,15,Semi-Furnished,4,North-West,47293588,Sold
309,L015,B041,PT004,10/18/2024,1746,2,1,1,3,12,20,Furnished,2,South,10648993,Available
310,L071,B009,PT003,2/25/2025,2946,4,4,2,1,32,32,Furnished,13,West,42128913,Sold
311,L036,B043,PT003,11/25/2024,2461,4,4,2,0,22,18,Unfurnished,2,North-West,22070140,Available
312,L090,B032,PT003,11/13/2025,702,1,1,4,4,24,17,Furnished,6,East,8416481,Reserved
313,L077,B022,PT007,11/6/2024,2480,4,5,1,3,7,31,Furnished,9,North-West,21787253,Sold
314,L092,B029,PT009,1/16/2025,4651,6,5,4,3,0,20,Semi-Furnished,2,South-West,60504558,Available
315,L033,B005,PT006,2/17/2025,1019,1,1,4,3,2,23,Semi-Furnished,18,South-West,12178126,Sold
316,L025,B001,PT001,5/10/2025,779,1,2,4,0,32,25,Semi-Furnished,8,North-West,11559332,Sold
317,L036,B015,PT005,6/30/2024,4885,6,5,3,4,13,4,Unfurnished,20,South-West,72806060,Sold
318,L076,B009,PT010,9/12/2025,2803,4,5,3,4,25,5,Furnished,10,North-West,26705476,Sold
319,L058,B033,PT010,7/2/2025,2244,3,2,3,1,6,18,Unfurnished,9,West,28318427,Sold
320,L063,B027,PT009,11/5/2025,3281,5,4,1,3,28,21,Semi-Furnished,0,South,28503244,Available
321,L093,B011,PT004,1/8/2025,3206,5,5,1,2,3,29,Unfurnished,0,North-East,43843294,Sold
322,L021,B008,PT008,12/25/2024,1976,3,3,4,4,21,4,Furnished,12,South-West,10277985,Sold
323,L068,B046,PT004,10/12/2025,3632,6,5,3,1,24,8,Semi-Furnished,5,North,26027731,Available
324,L059,B028,PT006,4/26/2024,3276,5,4,3,4,12,14,Semi-Furnished,11,North-East,29507324,Reserved
325,L012,B045,PT010,11/22/2025,1481,2,3,3,3,29,21,Unfurnished,14,West,8960841,Reserved
326,L018,B007,PT004,7/5/2025,726,1,1,4,0,22,22,Furnished,12,South-East,10726033,Reserved
327,L100,B013,PT004,8/20/2024,2520,4,5,1,1,0,25,Unfurnished,4,East,37599887,Sold
328,L073,B015,PT006,8/1/2025,4446,6,5,1,1,34,29,Furnished,18,South-West,43626519,Sold
329,L024,B042,PT009,2/29/2024,4514,6,5,4,3,27,1,Semi-Furnished,5,South-West,23237088,Reserved
330,L044,B027,PT009,1/13/2024,1914,3,3,1,4,13,17,Unfurnished,15,South-West,25285639,Available
331,L007,B010,PT006,6/16/2024,1633,2,2,4,3,12,4,Unfurnished,18,North-West,13996851,Available
332,L006,B043,PT010,6/21/2025,1395,2,3,4,0,5,33,Semi-Furnished,0,West,11642228,Reserved
333,L093,B025,PT004,12/11/2025,1351,2,2,4,3,35,40,Furnished,4,South-West,10662469,Reserved
334,L035,B034,PT002,2/29/2024,1038,1,1,1,1,10,20,Unfurnished,12,South,9659482,Reserved
335,L069,B046,PT006,10/13/2024,965,1,1,4,1,23,25,Semi-Furnished,4,West,5002543,Sold
336,L078,B023,PT006,11/10/2025,4338,6,5,1,0,5,9,Semi-Furnished,2,South,37104922,Reserved
337,L003,B037,PT008,1/1/2024,3693,6,5,2,2,16,34,Semi-Furnished,20,East,51193414,Reserved
338,L087,B003,PT007,11/15/2025,1293,2,2,3,0,30,12,Furnished,17,East,15728305,Sold
339,L015,B006,PT006,5/4/2025,745,1,1,4,1,3,29,Unfurnished,0,South-West,9202111,Reserved
340,L076,B027,PT003,11/12/2025,2087,3,4,3,0,15,20,Furnished,8,West,17787197,Sold
341,L079,B015,PT009,10/21/2024,4666,6,5,2,4,0,22,Furnished,3,South-West,24769337,Reserved
342,L055,B002,PT002,4/16/2025,3184,5,4,1,3,31,17,Semi-Furnished,11,South-West,21762049,Available
343,L100,B009,PT002,1/15/2024,1329,2,2,4,3,35,10,Semi-Furnished,17,North,8381187,Sold
344,L011,B050,PT007,12/29/2025,2910,4,5,3,1,26,39,Semi-Furnished,14,West,33745129,Available
345,L091,B046,PT002,5/7/2024,1998,3,4,2,1,29,4,Furnished,19,South-West,19071258,Reserved
346,L067,B011,PT003,11/4/2025,1238,2,1,4,4,23,5,Furnished,3,South-East,14148046,Available
347,L027,B031,PT002,11/1/2024,4523,6,5,3,4,28,7,Furnished,12,South-West,59438852,Reserved
348,L038,B003,PT001,11/19/2025,948,1,1,4,3,24,14,Semi-Furnished,10,North-West,6826441,Reserved
349,L006,B003,PT003,2/8/2024,3221,5,4,4,1,9,38,Unfurnished,5,West,43573432,Reserved
350,L022,B027,PT001,7/23/2025,3545,5,4,1,3,10,29,Unfurnished,0,South,20320320,Reserved
351,L054,B014,PT003,10/4/2024,2215,3,2,1,3,12,32,Unfurnished,9,East,16523452,Available
352,L099,B028,PT003,2/7/2024,3105,5,4,3,3,9,7,Semi-Furnished,16,South-East,21901726,Available
353,L072,B038,PT001,12/28/2025,3012,5,4,4,3,7,15,Semi-Furnished,17,South-East,37634622,Reserved
354,L066,B044,PT009,9/11/2024,1393,2,3,4,2,7,23,Unfurnished,19,North,11155801,Available
355,L008,B045,PT001,12/30/2024,3137,5,4,4,2,27,16,Furnished,15,North-West,30868351,Sold
356,L044,B029,PT002,12/25/2025,972,1,2,3,3,16,18,Semi-Furnished,15,South-West,7420893,Available
357,L096,B005,PT001,8/22/2025,2548,4,5,2,0,35,19,Unfurnished,17,North-West,25829709,Sold
358,L025,B039,PT006,6/10/2025,760,1,1,4,4,24,35,Furnished,16,North-East,7041960,Reserved
359,L016,B005,PT007,7/2/2024,3168,5,5,3,2,7,8,Furnished,15,South-East,24977551,Sold
360,L097,B047,PT009,6/24/2024,4445,6,5,4,4,4,13,Semi-Furnished,18,North-West,34691521,Available
361,L047,B007,PT010,5/7/2025,1620,2,2,1,3,14,7,Unfurnished,2,South-East,8886934,Reserved
362,L031,B014,PT008,10/16/2025,4838,6,5,4,0,16,5,Semi-Furnished,17,East,43213918,Reserved
363,L003,B017,PT009,1/20/2024,1679,2,2,2,1,31,30,Semi-Furnished,14,South-East,20418639,Reserved
364,L071,B033,PT008,1/23/2025,3340,5,5,2,0,24,1,Semi-Furnished,5,North-West,22843400,Reserved
365,L028,B042,PT001,10/18/2025,737,1,2,4,1,32,27,Unfurnished,10,South,10766764,Sold
366,L065,B043,PT006,5/21/2024,3911,6,5,2,2,35,38,Semi-Furnished,13,South-West,55715046,Available
367,L085,B013,PT001,5/14/2024,2930,4,3,3,1,32,4,Unfurnished,20,South-East,30458806,Sold
368,L031,B010,PT007,5/24/2024,3081,5,4,3,0,4,15,Unfurnished,20,South,27705843,Reserved
369,L054,B005,PT006,1/9/2025,666,1,2,2,0,31,13,Furnished,12,North-West,6695136,Available
370,L065,B020,PT008,10/4/2025,3750,6,5,1,1,7,1,Furnished,6,West,56623573,Reserved
371,L023,B042,PT002,6/4/2025,1342,2,3,2,1,1,8,Semi-Furnished,11,South-East,8636550,Sold
372,L079,B023,PT001,7/26/2024,3349,5,4,4,4,23,20,Unfurnished,11,North,19516748,Sold
373,L003,B012,PT008,5/28/2025,2250,3,2,3,2,25,21,Furnished,15,North-East,28264035,Available
374,L028,B034,PT006,3/4/2025,4944,6,5,2,0,24,31,Semi-Furnished,5,East,45493684,Sold
375,L017,B001,PT008,8/27/2025,4911,6,5,3,0,32,27,Semi-Furnished,17,North-West,53038025,Sold
376,L007,B042,PT003,8/31/2024,1083,1,1,2,1,22,11,Furnished,14,South-West,13421131,Available
377,L049,B025,PT005,7/25/2024,2104,3,2,1,3,25,20,Unfurnished,4,North,29415589,Reserved
378,L051,B025,PT002,10/27/2025,4398,6,5,2,1,25,30,Semi-Furnished,5,South-West,28748599,Sold
379,L040,B037,PT009,10/14/2024,4010,6,5,3,3,29,24,Furnished,13,South-East,43144363,Reserved
380,L046,B013,PT006,6/27/2024,3564,5,4,4,3,6,24,Unfurnished,4,South-East,27585907,Available
381,L064,B050,PT001,3/15/2024,4424,6,5,1,4,34,12,Semi-Furnished,7,West,30923399,Reserved
382,L030,B011,PT008,2/19/2025,2271,3,2,4,4,31,14,Unfurnished,19,West,27083381,Sold
383,L029,B012,PT009,11/20/2024,4211,6,5,1,3,21,16,Unfurnished,10,North-East,61980815,Reserved
384,L083,B043,PT010,10/23/2024,4600,6,5,4,1,6,39,Furnished,7,North-West,52977478,Reserved
385,L005,B023,PT005,3/30/2024,4787,6,5,2,4,25,26,Unfurnished,2,South-East,53238859,Reserved
386,L083,B011,PT006,12/21/2024,4422,6,5,1,0,34,3,Furnished,3,West,35786254,Sold
387,L094,B023,PT009,4/6/2024,4243,6,5,2,3,34,13,Furnished,7,North-West,38379441,Available
388,L053,B037,PT004,11/26/2025,2596,4,5,3,0,35,9,Furnished,5,North-East,31303723,Sold
389,L020,B030,PT004,8/29/2024,2461,4,5,4,4,1,27,Furnished,13,North-West,17223444,Reserved
390,L090,B020,PT007,5/27/2024,2800,4,5,2,1,28,40,Furnished,16,East,37134056,Sold
391,L014,B049,PT009,4/10/2025,1777,2,3,3,2,24,16,Semi-Furnished,15,South-East,21296717,Available
392,L025,B047,PT005,10/13/2025,2875,4,5,3,0,22,20,Unfurnished,19,North-West,15718013,Available
393,L059,B004,PT006,2/21/2025,4320,6,5,1,0,7,30,Unfurnished,2,South-East,51467904,Available
394,L092,B005,PT006,3/25/2025,1855,3,3,2,3,25,35,Furnished,9,North,27155368,Sold
395,L042,B043,PT005,1/19/2024,4255,6,5,4,4,11,1,Semi-Furnished,18,North,26657911,Available
396,L029,B004,PT003,2/5/2025,2459,4,5,3,2,30,1,Semi-Furnished,13,North,26595100,Reserved
397,L075,B030,PT005,11/8/2025,1724,2,1,3,4,10,36,Semi-Furnished,0,North,23651810,Sold
398,L098,B015,PT009,2/11/2025,1515,2,2,3,0,11,13,Semi-Furnished,18,North-West,19172512,Available
399,L024,B013,PT007,6/6/2024,875,1,2,3,3,32,6,Furnished,7,North-East,5014039,Available
400,L057,B044,PT008,1/13/2025,3072,5,4,2,1,9,40,Semi-Furnished,19,East,47488960,Sold
401,L081,B031,PT005,8/4/2024,2255,3,3,3,1,3,4,Semi-Furnished,16,North,14851552,Reserved
402,L037,B018,PT006,4/30/2024,4687,6,5,2,3,0,36,Unfurnished,2,North,36589206,Sold
403,L056,B005,PT007,1/25/2024,2386,3,3,1,3,7,33,Furnished,17,West,16203117,Sold
404,L089,B014,PT009,10/29/2025,4537,6,5,3,2,4,2,Semi-Furnished,5,South-East,46075659,Reserved
405,L030,B044,PT009,6/13/2025,3798,6,5,3,0,1,5,Unfurnished,17,North-West,19611783,Sold
406,L007,B023,PT008,3/26/2024,1882,3,2,3,0,10,12,Semi-Furnished,17,West,13645532,Available
407,L040,B047,PT003,8/22/2024,4743,6,5,4,4,3,14,Semi-Furnished,7,North-West,39816079,Available
408,L033,B020,PT005,11/7/2024,4362,6,5,3,4,8,38,Unfurnished,13,East,43160085,Sold
409,L098,B025,PT007,12/14/2024,3768,6,5,2,4,8,30,Unfurnished,7,West,52061768,Sold
410,L012,B013,PT007,10/30/2024,4505,6,5,2,0,27,4,Unfurnished,3,South-West,48932237,Sold
411,L035,B029,PT009,3/2/2024,2786,4,4,2,4,22,36,Unfurnished,5,South,33298261,Reserved
412,L046,B002,PT002,11/1/2025,4889,6,5,3,0,22,38,Unfurnished,3,West,50375385,Available
413,L003,B042,PT001,6/20/2025,1454,2,3,1,4,33,24,Unfurnished,0,South-West,16144217,Reserved
414,L033,B035,PT007,10/21/2024,4347,6,5,3,0,3,35,Semi-Furnished,10,South-East,32214688,Reserved
415,L079,B013,PT005,12/24/2025,2159,3,4,1,4,6,28,Furnished,1,South,20037716,Sold
416,L085,B014,PT001,3/31/2025,1528,2,2,3,2,16,3,Furnished,10,North,8921150,Sold
417,L066,B045,PT007,6/16/2024,2424,4,4,2,4,15,14,Furnished,11,West,14512481,Reserved
418,L066,B050,PT007,12/29/2025,3621,6,5,1,0,19,18,Unfurnished,6,South-East,46914186,Reserved
419,L099,B012,PT008,8/29/2025,3729,6,5,1,3,32,25,Furnished,6,North-West,45683064,Reserved
420,L086,B018,PT006,7/15/2025,3535,5,5,3,2,20,40,Furnished,9,South-West,21474855,Available
421,L006,B017,PT009,4/30/2025,1189,1,1,1,4,2,32,Furnished,0,South,9642762,Sold
422,L037,B018,PT002,5/13/2025,2138,3,3,3,4,12,18,Unfurnished,3,North-East,27642671,Reserved
423,L079,B044,PT010,1/5/2024,4679,6,5,2,2,1,28,Furnished,0,South-East,62109640,Reserved
424,L046,B043,PT010,5/30/2024,2867,4,3,2,0,8,16,Furnished,2,North,27805324,Reserved
425,L074,B028,PT002,8/20/2025,4563,6,5,4,3,28,3,Unfurnished,2,South-East,57550932,Sold
426,L001,B019,PT008,4/26/2024,2800,4,3,4,0,14,25,Furnished,9,East,16004461,Available
427,L040,B045,PT006,6/13/2024,1084,1,1,3,1,0,2,Unfurnished,1,West,12647291,Available
428,L069,B020,PT003,9/4/2025,2222,3,2,2,1,9,21,Semi-Furnished,16,South-East,33037652,Available
429,L013,B045,PT008,5/2/2024,2542,4,4,4,4,13,5,Semi-Furnished,0,North-West,23016168,Reserved
430,L099,B012,PT006,3/9/2025,3871,6,5,4,3,5,22,Unfurnished,3,East,49830584,Sold
431,L026,B022,PT009,2/17/2025,4151,6,5,1,2,20,27,Unfurnished,7,West,57973841,Reserved
432,L046,B007,PT010,1/16/2025,3618,6,5,2,0,30,33,Semi-Furnished,6,North-East,46728345,Reserved
433,L081,B025,PT007,4/18/2024,4291,6,5,4,2,19,16,Furnished,17,South-West,33687756,Sold
434,L001,B033,PT007,3/26/2025,1145,1,1,4,3,3,30,Furnished,16,East,10846228,Sold
435,L087,B010,PT003,5/25/2024,4673,6,5,2,1,1,37,Semi-Furnished,11,North-East,63667798,Reserved
436,L051,B030,PT006,8/12/2024,3320,5,4,1,1,16,9,Furnished,20,North-East,50455394,Sold
437,L005,B008,PT009,9/12/2025,1084,1,2,1,2,1,5,Unfurnished,13,North,7571408,Sold
438,L043,B011,PT001,12/18/2025,789,1,1,4,3,0,4,Unfurnished,19,North,7761613,Sold
439,L040,B050,PT008,6/14/2025,2910,4,4,1,2,7,21,Unfurnished,16,North,28227545,Available
440,L029,B028,PT001,12/23/2025,728,1,2,2,1,34,16,Unfurnished,14,West,5107268,Available
441,L012,B041,PT007,7/28/2024,2749,4,3,3,4,16,21,Unfurnished,12,North-East,32562315,Sold
442,L033,B038,PT005,4/23/2024,2229,3,2,2,0,11,10,Furnished,11,South-East,12722085,Sold
443,L030,B026,PT002,2/7/2025,1194,1,1,2,2,22,12,Semi-Furnished,15,West,7934114,Sold
444,L029,B013,PT010,6/29/2025,2611,4,5,1,0,0,23,Unfurnished,10,North-West,19128834,Reserved
445,L023,B050,PT010,3/17/2024,1891,3,2,2,4,20,23,Semi-Furnished,10,North-West,27046568,Available
446,L089,B029,PT008,1/16/2025,4126,6,5,1,4,9,23,Furnished,3,North-East,26133039,Sold
447,L022,B033,PT007,3/23/2024,4950,6,5,3,1,24,8,Furnished,4,South-West,51607156,Available
448,L086,B014,PT008,5/12/2025,1591,2,2,1,2,15,36,Semi-Furnished,14,South-East,9842829,Reserved
449,L082,B012,PT003,4/27/2024,1453,2,1,4,0,4,14,Semi-Furnished,0,North-East,12500815,Available
450,L061,B005,PT005,12/5/2025,4207,6,5,4,2,35,6,Semi-Furnished,2,South-West,29231030,Sold
451,L076,B029,PT009,7/13/2025,3994,6,5,2,3,11,17,Semi-Furnished,15,South-East,58183523,Sold
452,L089,B031,PT005,2/13/2024,2339,3,3,2,0,7,22,Furnished,1,East,17121040,Sold
453,L097,B049,PT004,7/10/2024,1370,2,3,4,2,6,35,Semi-Furnished,6,North-West,13242649,Sold
454,L005,B023,PT008,6/11/2024,1505,2,1,2,1,34,5,Furnished,8,South,16200604,Reserved
455,L041,B020,PT006,1/19/2024,4892,6,5,2,2,30,20,Furnished,14,North-East,75955702,Available
456,L034,B049,PT003,10/1/2025,4231,6,5,1,0,19,4,Semi-Furnished,17,West,27577257,Sold
457,L025,B049,PT002,4/14/2024,1238,2,3,1,1,8,26,Unfurnished,17,North-East,13250722,Available
458,L051,B024,PT001,2/27/2024,610,1,2,2,2,13,34,Semi-Furnished,17,East,8298219,Reserved
459,L030,B019,PT008,2/15/2025,1146,1,2,3,3,10,24,Furnished,13,North,14699345,Available
460,L086,B045,PT008,6/25/2025,4672,6,5,3,3,14,16,Furnished,17,South-West,23599671,Available
461,L007,B011,PT003,1/13/2024,3046,5,4,3,2,24,8,Unfurnished,0,North-West,18510978,Available
462,L011,B042,PT009,12/31/2024,636,1,2,1,1,12,21,Unfurnished,9,South-West,5615639,Reserved
463,L048,B025,PT005,2/14/2025,1003,1,2,4,0,2,31,Unfurnished,20,West,7555503,Sold
464,L026,B017,PT006,9/11/2024,4854,6,5,3,1,34,11,Furnished,19,North-West,47795060,Sold
465,L041,B031,PT005,9/8/2024,3932,6,5,1,2,11,37,Semi-Furnished,10,East,60113385,Reserved
466,L094,B043,PT002,10/10/2025,863,1,1,2,4,25,25,Unfurnished,9,North-West,13707254,Reserved
467,L039,B017,PT001,2/24/2024,1811,3,3,3,0,34,20,Furnished,11,North-East,25507593,Reserved
468,L040,B006,PT002,9/28/2024,4827,6,5,4,0,9,24,Furnished,2,North-East,69981410,Sold
469,L008,B015,PT007,6/13/2025,4446,6,5,4,2,35,6,Unfurnished,5,South-West,44780552,Sold
470,L011,B032,PT007,5/2/2024,882,1,1,3,1,7,3,Semi-Furnished,1,North-East,11919508,Available
471,L076,B009,PT003,12/19/2025,2873,4,3,4,1,1,6,Semi-Furnished,6,South-West,29949833,Reserved
472,L032,B021,PT008,1/31/2025,1978,3,4,1,4,5,25,Furnished,9,South-West,10325800,Sold
473,L036,B040,PT010,7/4/2024,4251,6,5,1,0,0,9,Unfurnished,8,South,47237870,Available
474,L062,B025,PT009,7/23/2024,1965,3,2,3,4,5,6,Furnished,9,North-West,11574884,Sold
475,L065,B048,PT002,1/4/2024,4904,6,5,2,3,4,29,Semi-Furnished,2,North-East,36108511,Reserved
476,L083,B032,PT008,8/22/2025,3022,5,5,2,4,20,9,Unfurnished,1,East,47340926,Available
477,L030,B024,PT002,2/10/2024,3958,6,5,4,3,14,35,Unfurnished,11,West,33071659,Reserved
478,L038,B001,PT005,12/17/2025,4254,6,5,4,3,35,24,Semi-Furnished,11,South,33653403,Sold
479,L044,B017,PT001,1/30/2024,3036,5,4,3,1,2,9,Unfurnished,14,South-West,18337506,Available
480,L078,B017,PT006,9/17/2024,3364,5,5,3,1,17,21,Semi-Furnished,7,North-East,45616688,Available
481,L032,B028,PT005,12/2/2024,2693,4,3,4,3,7,31,Unfurnished,16,North-East,26924841,Reserved
482,L050,B042,PT008,5/20/2024,1179,1,1,4,1,35,12,Semi-Furnished,12,West,12213338,Available
483,L091,B041,PT004,3/27/2025,4284,6,5,3,1,29,20,Unfurnished,9,South-East,46850553,Available
484,L004,B020,PT001,11/2/2025,1410,2,3,2,2,12,19,Furnished,20,South-East,9876710,Sold
485,L072,B038,PT003,7/15/2024,3722,6,5,3,1,26,17,Unfurnished,10,East,31762164,Available
486,L094,B027,PT004,10/27/2024,656,1,2,4,4,0,35,Unfurnished,9,East,6886528,Available
487,L023,B012,PT007,2/14/2025,2878,4,5,3,1,2,5,Furnished,4,North,21762918,Sold
488,L070,B025,PT010,3/4/2025,4316,6,5,3,3,35,10,Unfurnished,12,North,40069229,Sold
489,L081,B025,PT010,12/21/2024,3174,5,4,2,4,22,12,Semi-Furnished,4,North-West,42902396,Available
490,L076,B004,PT004,8/16/2025,4883,6,5,2,1,10,37,Unfurnished,2,South-West,53966246,Available
491,L061,B020,PT003,3/1/2024,4433,6,5,1,1,35,34,Furnished,14,North-West,22593052,Available
492,L070,B029,PT005,11/17/2025,3268,5,4,1,3,23,6,Semi-Furnished,0,South,34980654,Sold
493,L028,B026,PT010,1/12/2025,2273,3,4,4,4,21,27,Semi-Furnished,3,North,14520065,Available
494,L038,B007,PT004,8/7/2025,3059,5,5,1,4,34,24,Unfurnished,9,East,25057144,Sold
495,L020,B022,PT009,6/30/2024,1841,3,3,2,2,24,32,Semi-Furnished,12,West,22038725,Sold
496,L012,B039,PT009,9/15/2024,2954,4,5,2,0,27,20,Furnished,5,South,24562188,Sold
497,L062,B037,PT001,7/30/2024,4734,6,5,4,0,34,31,Unfurnished,18,East,71388839,Reserved
498,L027,B001,PT008,3/1/2025,1723,2,3,4,3,31,11,Unfurnished,0,East,18712402,Available
499,L084,B013,PT002,11/19/2025,1085,1,1,2,3,22,15,Unfurnished,18,South,5066482,Reserved
500,L073,B009,PT007,4/28/2024,2969,4,3,1,4,0,14,Furnished,13,East,21800261,Reserved
501,L011,B022,PT006,10/22/2024,3062,5,4,3,3,21,22,Furnished,13,North-West,44599312,Sold
502,L053,B007,PT007,2/3/2025,1259,2,2,3,3,30,1,Furnished,4,East,10726002,Available
503,L039,B012,PT007,4/6/2024,1610,2,3,4,1,19,26,Unfurnished,6,West,13749474,Reserved
504,L003,B019,PT002,12/27/2024,3352,5,5,1,2,20,8,Unfurnished,9,South-East,31051493,Sold
505,L089,B038,PT010,2/7/2025,3590,5,4,2,1,33,15,Unfurnished,16,South-East,49378863,Reserved
506,L078,B038,PT006,3/27/2025,1372,2,3,4,1,28,40,Furnished,3,North-East,11128577,Available
507,L052,B041,PT006,6/8/2024,3939,6,5,1,2,29,16,Furnished,7,South,33071927,Sold
508,L047,B036,PT003,1/9/2024,2352,3,2,4,2,34,40,Furnished,17,West,35824103,Reserved
